,Country,Cases,Deaths,Recovered,Date

5,ITALY,232664,33340,155633,2020-05-31

5,ITALY,233019,33415,157507,2020-06-01

5,ITALY,233197,33475,158355,2020-06-02

5,ITALY,233515,33530,160092,2020-06-03

5,ITALY,233836,33601,160938,2020-06-04

5,ITALY,234013,33689,161895,2020-06-05

6,ITALY,234531,33774,163781,2020-06-06

6,ITALY,234801,33846,165078,2020-06-07

6,ITALY,234998,33899,165837,2020-06-08
6,ITALY,235278,33964,166584,2020-06-09
6,ITALY,235561,34043,168646,2020-06-10
