,Country,Cases,Deaths,Recovered,Date

8,TURKEY,163103,4515,126984,2020-05-31

9,TURKEY,163942,4540,127973,2020-06-01

9,TURKEY,164769,4563,128947,2020-06-02

9,TURKEY,165555,4585,129921,2020-06-03
9,TURKEY,166422,4609,130852,2020-06-04
9,TURKEY,167410,4630,131778,2020-06-05
9,TURKEY,168340,4648,133400,2020-06-06
