,Country,Cases,Deaths,Recovered,Date

9,IRAN,169425,8209,132038,2020-06-07

9,IRAN,171789,8281,134349,2020-06-08
9,IRAN,173832,8351,136360,2020-06-09
9,IRAN,175927,8425,138457,2020-06-10
