,Country,Cases,Deaths,Recovered,Date

4,SPAIN,239228,27125,150376,2020-05-31

4,SPAIN,239429,27127,150376,2020-06-01

4,SPAIN,239638,27127,150376,2020-06-02

4,SPAIN,239932,27127,150376,2020-06-03

4,SPAIN,240326,27128,150376,2020-06-04

4,SPAIN,240660,27133,150376,2020-06-05

4,SPAIN,240978,27134,150376,2020-06-06

5,SPAIN,241310,27135,150376,2020-06-07

5,SPAIN,241550,27136,150376,2020-06-08
5,SPAIN,241717,27136,150376,2020-06-09
5,SPAIN,241966,27136,150376,2020-06-10
